id	scene_id	person	gender	original_line	line	metadata	filename
8501	2	ROSS	M	Ross: That'd be good...	That'd be good...	That_DD1 'd_VM be_VBI good_JJ ..._...	0101.txt
8601	2	MONICA	F	Monica: Really?	Really?	Really_RR ?_?	0101.txt
8701	2	ROSS	M	Ross: No, go on! It's Paul the Wine Guy!	No, go on! It's Paul the Wine Guy!	No_UH go_VV0 on_RP !_! It_PPH1 's_VBZ Paul_NP1 the_AT Wine_NN1 Guy_NP1 !_!	0101.txt
8801	2	PHOEBE	F	Phoebe: What does that mean?   Does he sell it, drink it, or just complain a lot? 	What does that mean? Does he sell it, drink it, or just complain a lot?	What_DDQ does_VDZ that_DD1 mean_VVI ?_? Does_VDZ he_PPHS1 sell_VVI it_PPH1 drink_VV0 it_PPH1 or_CC just_RR complain_VV0 a_AT1 lot_NN1 ?_?	0101.txt
8901	2	MONICA	F	Monica: Hi, come in! Paul, this is.. ... everybody, everybody, this is Paul.	Hi, come in! Paul, this is... everybody, everybody, this is Paul.	Hi_UH come_VV0 in_RP !_! Paul_NP1 this_DD1 is_VBZ ..._... everybody_PN1 everybody_PN1 this_DD1 is_VBZ Paul_NP1 ._.	0101.txt
9001	2	ALL	U	All: Hey! Paul! Hi! The Wine Guy! Hey!	Hey! Paul! Hi! The Wine Guy! Hey!	Hey_UH !_! Paul_NP1 !_! Hi_UH !_! The_AT Wine_NN1 Guy_NP1 !_! Hey_UH !_!	0101.txt
9101	2	CHANDLER	M	Chandler: I'm sorry, I didn't catch your name. Paul, was it?	I'm sorry, I didn't catch your name. Paul, was it?	I_PPIS1 'm_VBM sorry_JJ I_PPIS1 did_VDD n't_XX catch_VVI your_APPGE name_NN1 ._. Paul_NP1 was_VBDZ it_PPH1 ?_?	0101.txt
9201	2	MONICA	F	Monica: Okay, umm-umm, I'll just--I'll be right back, I just gotta go ah, go ah...	Okay, umm-umm, I'll just -I'll be right back, I just gotta go ah, go ah...	Okay_RR umm-umm_UH I_PPIS1 'll_VM just_RR -I_MC1 'll_VM be_VBI right_JJ back_NN1 I_PPIS1 just_RR got_VVD ta_TO go_VVI ah_UH go_VV0 ah_UH ..._...	0101.txt
9301	2	ROSS	M	Ross: A wandering?	A wandering?	A_ZZ1 wandering_VVG ?_?	0101.txt
9401	2	MONICA	F	Monica: Change!  Okay, sit down.  Two seconds.	Change! Okay, sit down. Two seconds.	Change_VV0 !_! Okay_RR sit_VV0 down_RP ._. Two_MC seconds_NNT2 ._.	0101.txt
9501	2	PHOEBE	F	Phoebe: Ooh, I just pulled out four eyelashes. That can't be good.	Ooh, I just pulled out four eyelashes. That can't be good.	Ooh_UH I_PPIS1 just_RR pulled_VVD out_RP four_MC eyelashes_NN2 ._. That_DD1 ca_VM n't_XX be_VBI good_JJ ._.	0101.txt
9601	2	JOEY	M	Joey: Hey, Paul!	Hey, Paul!	Hey_UH Paul_NP1 !_!	0101.txt
9701	2	PAUL	M	Paul: Yeah?	Yeah?	Yeah_UH ?_?	0101.txt
9801	2	JOEY	M	Joey: Here's a little tip, she really likes it when you rub her neck in the same spot over and over and over again until it starts to get a little red.	Here's a little tip, she really likes it when you rub her neck in the same spot over and over and over again until it starts to get a little red.	Here_RL 's_VBZ a_AT1 little_JJ tip_NN1 she_PPHS1 really_RR likes_VVZ it_PPH1 when_CS you_PPY rub_VV0 her_APPGE neck_NN1 in_II the_AT same_DA spot_NN1 over_RP and_CC over_RP and_CC over_RP again_RT until_CS it_PPH1 starts_VVZ to_TO get_VVI a_AT1 little_JJ red_NN1 ._.	0101.txt
9901	2	MONICA	F	Monica: Shut up, Joey!	Shut up, Joey!	Shut_VV0 up_RP Joey_NP1 !_!	0101.txt
10001	2	ROSS	M	Ross: So Rachel, what're you, uh... what're you up to tonight?	So Rachel, what're you, uh... what're you up to tonight?	So_CS Rachel_NP1 what_DDQ 're_VBR you_PPY uh_UH ..._... what_DDQ 're_VBR you_PPY up_II21 to_II22 tonight_RT ?_?	0101.txt
10101	2	RACHEL	F	Rachel: Well, I was kinda supposed to be headed for Aruba on my honeymoon, so nothing!	Well, I was kinda supposed to be headed for Aruba on my honeymoon, so nothing!	Well_RR I_PPIS1 was_VBDZ kinda_RR supposed_JJ to_TO be_VBI headed_VVN for_IF Aruba_NP1 on_II my_APPGE honeymoon_NN1 so_CS nothing_PN1 !_!	0101.txt
10201	2	ROSS	M	Ross: Right, you're not even getting your honeymoon, God.. No, no, although, Aruba, this time of year... talk about your-  -big lizards... Anyway, if you don't feel like being alone tonight, Joey and Chandler are coming over to help me put together my new furniture.	Right, you're not even getting your honeymoon, God.. No, no, although, Aruba, this time of year... talk about your- -big lizards... Anyway, if you don't feel like being alone tonight, Joey and Chandler are coming over to help me put together my new furniture.	Right_RR you_PPY 're_VBR not_XX even_RR getting_VVG your_APPGE honeymoon_NN1 God_NP1 .._... No_UH no_UH although_CS Aruba_NP1 this_DD1 time_NNT1 of_IO year_NNT1 ..._... talk_VV0 about_II your-_JJ -big_JJ lizards_NN2 ..._... Anyway_RR if_CS you_PPY do_VD0 n't_XX feel_VVI like_II being_VBG alone_JJ tonight_RT Joey_NP1 and_CC Chandler_NP1 are_VBR coming_VVG over_RP to_TO help_VVI me_PPIO1 put_VVD together_RL my_APPGE new_JJ furniture_NN1 ._.	0101.txt
10301	2	CHANDLER	M	Chandler: Yes, and we're very excited about it.	Yes, and we're very excited about it.	Yes_UH and_CC we_PPIS2 're_VBR very_RG excited_JJ about_II it_PPH1 ._.	0101.txt
10401	2	RACHEL	F	Rachel: Well actually thanks, but I think I'm just gonna hang out here tonight.  It's been kinda a long day.	Well actually thanks, but I think I'm just gonna hang out here tonight. It's been kinda a long day.	Well_RR actually_RR thanks_NN2 but_CCB I_PPIS1 think_VV0 I_PPIS1 'm_VBM just_RR gon_VVGK na_TO hang_VVI out_RP here_RL tonight_RT ._. It_PPH1 's_VHZ been_VBN kinda_RR a_AT1 long_JJ day_NNT1 ._.	0101.txt
10501	2	ROSS	M	Ross: Okay, sure.	Okay, sure.	Okay_RR sure_JJ ._.	0101.txt
10601	2	JOEY	M	Joey: Hey Pheebs, you wanna help?	Hey Pheebs, you wanna help?	Hey_UH Pheebs_NP2 you_PPY wan_VV0 na_TO help_VVI ?_?	0101.txt
10701	2	PHOEBE	F	Phoebe: Oh, I wish I could, but I don't want to.	Oh, I wish I could, but I don't want to.	Oh_UH I_PPIS1 wish_VV0 I_PPIS1 could_VM but_CCB I_PPIS1 do_VD0 n't_XX want_VVI to_TO ._.	0101.txt
10801	3	PHOEBE	F	Phoebe: Love is sweet as summer showers, love is a wondrous work of art, but your love oh your love, your love...is like a giant pigeon...crapping on my heart.  la la la- (some guy gives her some change and to that guy) Thank you. (sings) la la la...ohhh!	Love is sweet as summer showers, love is a wondrous work of art, but your love oh your love, your love...is like a giant pigeon...crapping on my heart. la la la- Thank you. la la la...ohhh!	Love_NN1 is_VBZ sweet_JJ as_CSA summer_NNT1 showers_NN2 love_NN1 is_VBZ a_AT1 wondrous_JJ work_NN1 of_IO art_NN1 but_CCB your_APPGE love_NN1 oh_UH your_APPGE love_NN1 your_APPGE love_NN1 ..._... is_VBZ like_II a_AT1 giant_JJ pigeon_NN1 ..._... crapping_VVG on_II my_APPGE heart_NN1 ._. la_FU la_FU la-_NN1 Thank_VV0 you_PPY ._. la_FU la_FU la_FU ..._... ohhh_NN1 !_!	0101.txt
10901	4	ROSS	M	Ross: I'm supposed to attach a brackety thing to the side things, using a bunch of these little worm guys. I have no brackety thing, I see no whim guys whatsoever and- I cannot feel my legs.	I'm supposed to attach a brackety thing to the side things, using a bunch of these little worm guys. I have no brackety thing, I see no whim guys whatsoever and I cannot feel my legs.	I_PPIS1 'm_VBM supposed_JJ to_TO attach_VVI a_AT1 brackety_JJ thing_NN1 to_II the_AT side_NN1 things_NN2 using_VVG a_AT1 bunch_NN1 of_IO these_DD2 little_JJ worm_NN1 guys_NN2 ._. I_PPIS1 have_VH0 no_AT brackety_JJ thing_NN1 I_PPIS1 see_VV0 no_AT whim_NN1 guys_NN2 whatsoever_DDQV and-_NN1 I_PPIS1 can_VM not_XX feel_VVI my_APPGE legs_NN2 ._.	0101.txt
11001	4	JOEY	M	Joey: I'm thinking we've got a bookcase here.	I'm thinking we've got a bookcase here.	I_PPIS1 'm_VBM thinking_VVG we_PPIS2 've_VH0 got_VVN a_AT1 bookcase_NN1 here_RL ._.	0101.txt
11101	4	CHANDLER	M	Chandler: It's a beautiful thing.	It's a beautiful thing.	It_PPH1 's_VBZ a_AT1 beautiful_JJ thing_NN1 ._.	0101.txt
11201	4	JOEY	M	Joey: What's this?	What's this?	What_DDQ 's_VBZ this_DD1 ?_?	0101.txt
11301	4	CHANDLER	M	Chandler: I would have to say that is an 'L'-shaped bracket.	I would have to say that is an 'L'-shaped bracket.	I_ZZ1 would_VM have_VHI to_TO say_VVI that_DD1 is_VBZ an_AT1 'L'-shaped_JJ bracket_NN1 ._.	0101.txt
11401	4	JOEY	M	Joey: Which goes where?	Which goes where?	Which_DDQ goes_VVZ where_CS ?_?	0101.txt
11501	4	CHANDLER	M	Chandler: I have no idea.	I have no idea.	I_ZZ1 have_VH0 no_AT idea_NN1 ._.	0101.txt
11601	4	JOEY	M	Joey: Done with the bookcase!	Done with the bookcase!	Done_VDN with_IW the_AT bookcase_NN1 !_!	0101.txt
11701	4	CHANDLER	M	Chandler: All finished!	All finished!	All_RR finished_VVN !_!	0101.txt
11801	4	ROSS	M	Ross: This was Carol's favorite beer. She always drank it out of the can, I should have known.	This was Carol's favorite beer. She always drank it out of the can, I should have known.	This_DD1 was_VBDZ Carol_NP1 's_GE favorite_JJ beer_NN1 ._. She_PPHS1 always_RR drank_VVD it_PPH1 out_II21 of_II22 the_AT can_NN1 I_PPIS1 should_VM have_VHI known_VVN ._.	0101.txt
11901	4	JOEY	M	Joey: Hey-hey-hey-hey, if you're gonna start with that stuff we're outta here.	Hey, if you're gonna start with that stuff we're outta here.	Hey-hey-hey-hey_UH if_CS you_PPY 're_VBR gon_VVGK na_TO start_VVI with_IW that_DD1 stuff_NN1 we_PPIS2 're_VBR outta_NN1 here_RL ._.	0101.txt
12001	4	CHANDLER	M	Chandler: Yes, please don't spoil all this fun.	Yes, please don't spoil all this fun.	Yes_UH please_RR do_VD0 n't_XX spoil_VVI all_DB this_DD1 fun_NN1 ._.	0101.txt
12101	4	JOEY	M	Joey: Ross, let me ask you a question. She got the furniture, the stereo, the good TV- what did you get?	Ross, let me ask you a question. She got the furniture, the stereo, the good TV- what did you get?	Ross_NP1 let_VV0 me_PPIO1 ask_VVI you_PPY a_AT1 question_NN1 ._. She_PPHS1 got_VVD the_AT furniture_NN1 the_AT stereo_NN1 the_AT good_JJ TV-_NN1 what_DDQ did_VDD you_PPY get_VVI ?_?	0101.txt
12201	4	ROSS	M	Ross: You guys.	You guys.	You_PPY guys_NN2 ._.	0101.txt
12301	4	CHANDLER	M	Chandler: Oh, God.	Oh, God.	Oh_UH God_NP1 ._.	0101.txt
12401	4	JOEY	M	Joey: You got screwed.	You got screwed.	You_PPY got_VVD screwed_VVN ._.	0101.txt
12501	4	CHANDLER	M	Chandler: Oh my God!	Oh my God!	Oh_UH my_APPGE God_NP1 !_!	0101.txt
12601	5	MONICA	F	Monica: Oh my God!	Oh my God!	Oh_UH my_APPGE God_NP1 !_!	0101.txt
12701	5	PAUL	M	Paul: I know, I know, I'm such an idiot. I guess I should have caught on when she started going to the dentist four and five times a week. I mean, how clean can teeth get?	I know, I know, I'm such an idiot. I guess I should have caught on when she started going to the dentist four and five times a week. I mean, how clean can teeth get?	I_ZZ1 know_VV0 I_PPIS1 know_VV0 I_PPIS1 'm_VBM such_DA an_AT1 idiot_NN1 ._. I_PPIS1 guess_VV0 I_PPIS1 should_VM have_VHI caught_VVN on_II when_RRQ she_PPHS1 started_VVD going_VVG to_II the_AT dentist_NN1 four_MC and_CC five_MC times_NNT2 a_AT1 week_NNT1 ._. I_PPIS1 mean_VV0 how_RRQ clean_JJ can_NN1 teeth_NN2 get_VVI ?_?	0101.txt
12801	5	MONICA	F	Monica: My brother's going through that right now, he's such a mess. How did you get through it?	My brother's going through that right now, he's such a mess. How did you get through it?	My_APPGE brother_NN1 's_VBZ going_VVG through_II that_DD1 right_NN1 now_RT he_PPHS1 's_VBZ such_DA a_AT1 mess_NN1 ._. How_RRQ did_VDD you_PPY get_VVI through_II it_PPH1 ?_?	0101.txt
12901	5	PAUL	M	Paul: Well, you might try accidentally breaking something valuable of hers, say her-	Well, you might try accidentally breaking something valuable of hers, say her	Well_RR you_PPY might_VM try_VVI accidentally_RR breaking_VVG something_PN1 valuable_JJ of_IO hers_PPGE say_VV0 her_APPGE	0101.txt
13001	5	MONICA	F	Monica: leg?	leg?	leg_NN1 ?_?	0101.txt
13101	5	PAUL	M	Paul: That's one way! Me, I went for the watch.	That's one way! Me, I went for the watch.	That_DD1 's_VBZ one_MC1 way_NN1 !_! Me_PPIO1 I_PPIS1 went_VVD for_IF the_AT watch_NN1 ._.	0101.txt
13201	5	MONICA	F	Monica: You actually broke her watch?  Wow!  The worst thing I ever did was, I shredded by boyfriend's favorite bath towel.	You actually broke her watch? Wow! The worst thing I ever did was, I shredded by boyfriend's favorite bath towel.	You_PPY actually_RR broke_VVD her_APPGE watch_NN1 ?_? Wow_UH !_! The_AT worst_JJT thing_NN1 I_PPIS1 ever_RR did_VDD was_VBDZ I_PPIS1 shredded_VVD by_II boyfriend_NN1 's_GE favorite_JJ bath_NN1 towel_NN1 ._.	0101.txt
13301	5	PAUL	M	Paul: Ooh, steer clear of you.	Ooh, steer clear of you.	Ooh_UH steer_VV0 clear_RR of_IO you_PPY ._.	0101.txt
13401	5	MONICA	F	Monica: That's right. [Scene: Monica's Apartment, Rachel is talking on the phone and pacing.]	That's right.	That_DD1 's_VBZ right_JJ ._.	0101.txt
13501	6	RACHEL	F	Rachel: Barry, I'm sorry... I am so sorry... I know you probably think that this is all about what I said the other day about you making love with your socks on, but it isn't... it isn't, it's about me, and I ju-  Hi, machine cut me off again... anyway...look, look, I know that some girl is going to be incredibly lucky to become Mrs. Barry Finkel, but it isn't me, it's not me.  And not that I have any idea who me is right now, but you just have to give me a chance too... (The maching cuts her off again and she redials.)	Barry, I'm sorry... I am so sorry... I know you probably think that this is all about what I said the other day about you making love with your socks on, but it isn't... it isn't, it's about me, and I ju- Hi, machine cut me off again... anyway...look, look, I know that some girl is going to be incredibly lucky to become Mrs. Barry Finkel, but it isn't me, it's not me. And not that I have any idea who me is right now, but you just have to give me a chance too...	Barry_NP1 I_PPIS1 'm_VBM sorry_JJ ..._... I_PPIS1 am_VBM so_RG sorry_JJ ..._... I_PPIS1 know_VV0 you_PPY probably_RR think_VV0 that_CST this_DD1 is_VBZ all_DB about_II what_DDQ I_PPIS1 said_VVD the_AT other_JJ day_NNT1 about_II you_PPY making_VVG love_NN1 with_IW your_APPGE socks_NN2 on_RP but_CCB it_PPH1 is_VBZ n't_XX ..._... it_PPH1 is_VBZ n't_XX it_PPH1 's_VBZ about_II me_PPIO1 and_CC I_MC1 ju-_NN1 Hi_UH machine_VV0 cut_VV0 me_PPIO1 off_RP again_RT ..._... anyway_RR ..._... look_VV0 look_VV0 I_PPIS1 know_VV0 that_CST some_DD girl_NN1 is_VBZ going_VVGK to_TO be_VBI incredibly_RR lucky_JJ to_TO become_VVI Mrs._NNB Barry_NP1 Finkel_NP1 but_CCB it_PPH1 is_VBZ n't_XX me_PPIO1 it_PPH1 's_VBZ not_XX me_PPIO1 ._. And_CC not_XX that_CST I_PPIS1 have_VH0 any_DD idea_NN1 who_PNQS me_PPIO1 is_VBZ right_RR now_RT but_CCB you_PPY just_RR have_VH0 to_TO give_VVI me_PPIO1 a_AT1 chance_NN1 too_RG ..._...	0101.txt
13601	7	ROSS	M	Ross: I'm divorced!  I'm only 26 and I'm divorced!	I'm divorced! I'm only 26 and I'm divorced!	I_PPIS1 'm_VBM divorced_JJ !_! I_PPIS1 'm_VBM only_RR 26_MC and_CC I_PPIS1 'm_VBM divorced_JJ !_!	0101.txt
13701	7	JOEY	M	Joey: Shut up!	Shut up!	Shut_VV0 up_RP !_!	0101.txt
13801	7	CHANDLER	M	Chandler: You must stop! 	You must stop!	You_PPY must_VM stop_VVI !_!	0101.txt
13901	7	ROSS	M	Ross: That only took me an hour.	That only took me an hour.	That_DD1 only_RR took_VVD me_PPIO1 an_AT1 hour_NNT1 ._.	0101.txt
14001	7	CHANDLER	M	Chandler: Look, Ross, you gotta understand, between us we haven't had a relationship that has lasted longer than a Mento.   You, however have had the love of a woman for four years.   Four years of closeness and sharing at the end of which she ripped your heart out, and that is why we don't do it!  I don't think that was my point!	Look, Ross, you gotta understand, between us we haven't had a relationship that has lasted longer than a Mento. You, however have had the love of a woman for four years. Four years of closeness and sharing at the end of which she ripped your heart out, and that is why we don't do it! I don't think that was my point!	Look_NN1 Ross_NP1 you_PPY got_VVN ta_TO understand_VVI between_II us_PPIO2 we_PPIS2 have_VH0 n't_XX had_VHN a_AT1 relationship_NN1 that_CST has_VHZ lasted_VVN longer_RRR than_CSN a_AT1 Mento_NN1 ._. You_PPY however_RR have_VH0 had_VHN the_AT love_NN1 of_IO a_AT1 woman_NN1 for_IF four_MC years_NNT2 ._. Four_MC years_NNT2 of_IO closeness_NN1 and_CC sharing_VVG at_II the_AT end_NN1 of_IO which_DDQ she_PPHS1 ripped_VVD your_APPGE heart_NN1 out_RP and_CC that_DD1 is_VBZ why_RRQ we_PPIS2 do_VD0 n't_XX do_VDI it_PPH1 !_! I_PPIS1 do_VD0 n't_XX think_VVI that_DD1 was_VBDZ my_APPGE point_NN1 !_!	0101.txt
14101	7	ROSS	M	Ross: You know what the scariest part is? What if there's only one woman for everybody, y'know? I mean what if you get one woman- and that's it? Unfortunately in my case, there was only one woman- for her...	You know what the scariest part is? What if there's only one woman for everybody, y'know? I mean what if you get one woman- and that's it? Unfortunately in my case, there was only one woman- for her...	You_PPY know_VV0 what_DDQ the_AT scariest_JJT part_NN1 is_VBZ ?_? What_DDQ if_CS there_EX 's_VBZ only_RR one_MC1 woman_NN1 for_IF everybody_PN1 y'know_VV0 ?_? I_PPIS1 mean_VV0 what_DDQ if_CS you_PPY get_VV0 one_MC1 woman-_NN1 and_CC that_DD1 's_VBZ it_PPH1 ?_? Unfortunately_RR in_II my_APPGE case_NN1 there_EX was_VBDZ only_RR one_MC1 woman-_NN1 for_IF her_PPHO1 ..._...	0101.txt
14201	7	JOEY	M	Joey: What are you talking about? 'One woman'? That's like saying there's only one flavor of ice cream for you. Lemme tell you something, Ross. There's lots of flavors out there. There's Rocky Road, and Cookie Dough, and Bing! Cherry Vanilla. You could get 'em with Jimmies, or nuts, or whipped cream! This is the best thing that ever happened to you! You got married, you were, like, what, eight? Welcome back to the world! Grab a spoon!	What are you talking about? 'One woman'? That's like saying there's only one flavor of ice cream for you. Lemme tell you something, Ross. There's lots of flavors out there. There's Rocky Road, and Cookie Dough, and Bing! Cherry Vanilla. You could get 'em with Jimmies, or nuts, or whipped cream! This is the best thing that ever happened to you! You got married, you were, like, what, eight? Welcome back to the world! Grab a spoon!	What_DDQ are_VBR you_PPY talking_VVG about_II ?_? 'One_NN1 woman'_NN1 ?_? That_DD1 's_VBZ like_II saying_VVG there_EX 's_VBZ only_RR one_MC1 flavor_NN1 of_IO ice_NN1 cream_NN1 for_IF you_PPY ._. Lemme_NN1 tell_VV0 you_PPY something_PN1 Ross_NP1 ._. There_EX 's_VBZ lots_PN of_IO flavors_NN2 out_RP there_RL ._. There_EX 's_VBZ Rocky_JJ Road_NN1 and_CC Cookie_NN1 Dough_NN1 and_CC Bing_NP1 !_! Cherry_NP1 Vanilla_NN1 ._. You_PPY could_VM get_VVI 'em_PPHO2 with_IW Jimmies_NP2 or_CC nuts_NN2 or_CC whipped_JJ cream_NN1 !_! This_DD1 is_VBZ the_AT best_JJT thing_NN1 that_CST ever_RR happened_VVD to_II you_PPY !_! You_PPY got_VVD married_JJ you_PPY were_VBDR like_RR what_DDQ eight_MC ?_? Welcome_VV0 back_RP to_II the_AT world_NN1 !_! Grab_VV0 a_AT1 spoon_NN1 !_!	0101.txt
14301	7	ROSS	M	Ross: I honestly don't know if I'm hungry or horny.	I honestly don't know if I'm hungry or horny.	I_ZZ1 honestly_RR do_VD0 n't_XX know_VVI if_CS I_PPIS1 'm_VBM hungry_JJ or_CC horny._NNU	0101.txt
14401	7	CHANDLER	M	Chandler: Stay out of my freezer! [Scene: A Restaurant, Monica and Paul are still eating.]	Stay out of my freezer!	Stay_VV0 out_II21 of_II22 my_APPGE freezer_NN1 !_!	0101.txt
14501	8	PAUL	M	Paul: Ever since she walked out on me, I, uh...	Ever since she walked out on me, I, uh...	Ever_RR since_CS she_PPHS1 walked_VVD out_RP on_II me_PPIO1 I_PPIS1 uh_UH ..._...	0101.txt
14601	8	MONICA	F	Monica: What?... What, you wanna spell it out with noodles?	What?... What, you wanna spell it out with noodles?	What_DDQ ?_? ..._... What_DDQ you_PPY wan_VV0 na_TO spell_VVI it_PPH1 out_RP with_IW noodles_NN2 ?_?	0101.txt
14701	8	PAUL	M	Paul: No, it's, it's more of a fifth date kinda revelation.	No, it's, it's more of a fifth date kinda revelation.	No_UH it_PPH1 's_VBZ it_PPH1 's_VBZ more_DAR of_IO a_AT1 fifth_MD date_NN1 kinda_RR revelation_NN1 ._.	0101.txt
14801	8	MONICA	F	Monica: Oh, so there is gonna be a fifth date?	Oh, so there is gonna be a fifth date?	Oh_UH so_CS there_EX is_VBZ gon_VVGK na_TO be_VBI a_AT1 fifth_MD date_NN1 ?_?	0101.txt
14901	8	PAUL	M	Paul: Isn't there?	Isn't there?	Is_VBZ n't_XX there_EX ?_?	0101.txt
15001	8	MONICA	F	Monica: Yeah... yeah, I think there is. -What were you gonna say?	Yeah... yeah, I think there is. What were you gonna say?	Yeah_UH ..._... yeah_UH I_PPIS1 think_VV0 there_RL is._NNU -What_DDQ were_VBDR you_PPY gon_VVGK na_TO say_VVI ?_?	0101.txt
15101	8	PAUL	M	Paul: Well, ever-ev-... ever since she left me, um, I haven't been able to, uh, perform.  ...Sexually.	Well, ever-ev-... ever since she left me, um, I haven't been able to, uh, perform...Sexually.	Well_RR ever-ev-_NN1 ..._... ever_RR since_CS she_PPHS1 left_VVD me_PPIO1 um_UH I_PPIS1 have_VH0 n't_XX been_VBN able_JK to_TO uh_UH perform_VV0 ..._... Sexually_RR ._.	0101.txt
